metric,tophat,baseline,mean_tophat,mean_baseline,diff,wilcoxon_W,p_value,effect_r,p_holm,sig_holm_05
VIF,TopHat_disk_L5_BTH,Optimo_Multiescala,0.2977,0.3687,-0.071,0.0,1.9073486328125e-06,-1.0,0.0001,True
VIF,TopHat_disk_L5_BTH,PiramideLaplace,0.2977,0.4101,-0.1124,0.0,1.9073486328125e-06,-1.0,0.0001,True
VIF,TopHat_disk_L5_BTH,Promedio,0.2977,0.3305,-0.0328,19.0,0.0005855560302734375,-0.819,0.0094,True
VIF,TopHat_disk_L5_BTH,Propuesta_Novedosa,0.2977,0.3611,-0.0634,1.0,3.814697265625e-06,-0.99,0.0002,True
VIF,TopHat_square_L3,Curvelet,0.3528,0.3067,0.0462,0.0,0.0001318338889828333,1.0,0.0041,True
VIF,TopHat_square_L3,Multiescala_n8,0.3528,0.3542,-0.0014,88.0,0.5458755493164062,-0.162,1.0,False
VIF,TopHat_square_L3,Optimo_Multiescala,0.3528,0.3687,-0.0159,8.0,4.76837158203125e-05,-0.924,0.0016,True
VIF,TopHat_square_L3,PiramideLaplace,0.3528,0.4101,-0.0573,0.0,0.0001318338889828333,-1.0,0.0041,True
VIF,TopHat_square_L3,Promedio,0.3528,0.3305,0.0223,2.0,0.0001821819171706161,0.979,0.0044,True
VIF,TopHat_square_L3,Propuesta_Novedosa,0.3528,0.3611,-0.0083,35.0,0.0072956085205078125,-0.667,0.0657,False
VIF,TopHat_square_L3_BTH,Curvelet,0.3182,0.3067,0.0115,20.0,0.0007076263427734375,0.81,0.0106,True
VIF,TopHat_square_L3_BTH,Multiescala_n8,0.3182,0.3542,-0.0361,18.0,0.0004825592041015625,-0.829,0.0082,True
VIF,TopHat_square_L3_BTH,Optimo_Multiescala,0.3182,0.3687,-0.0506,1.0,3.814697265625e-06,-0.99,0.0002,True
VIF,TopHat_square_L3_BTH,PiramideLaplace,0.3182,0.4101,-0.0919,0.0,1.9073486328125e-06,-1.0,0.0001,True
VIF,TopHat_square_L3_BTH,Promedio,0.3182,0.3305,-0.0124,67.0,0.16495704650878906,-0.362,0.8248,False
VIF,TopHat_square_L3_BTH,Propuesta_Novedosa,0.3182,0.3611,-0.0429,8.0,4.76837158203125e-05,-0.924,0.0016,True
